公司名称,披露日期,上市地和板块,披露类型,查看PDF资料
中辰电缆股份有限公司,2019-11-22,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
深圳秋田微电子股份有限公司,2019-11-22,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
洛阳新强联回转支承股份有限公司,2019-11-22,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
协创数据技术股份有限公司,2019-11-22,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
欣贺股份有限公司,2019-11-22,深交所中小板,预先披露更新,招股说明书
秦皇岛天秦装备制造股份有限公司,2019-11-19,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
上海沿浦金属制品股份有限公司,2019-11-19,上交所,预先披露更新,招股说明书
青岛森麒麟轮胎股份有限公司,2019-11-19,深交所中小板,预先披露更新,招股说明书
上海华峰铝业股份有限公司,2019-11-19,上交所,预先披露更新,招股说明书
上海新炬网络信息技术股份有限公司,2019-11-15,上交所,预先披露更新,招股说明书
江苏海晨物流股份有限公司,2019-11-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
浙江君亭酒店管理股份有限公司,2019-11-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
深圳市晶台股份有限公司,2019-11-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
深圳信测标准技术服务股份有限公司,2019-11-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
瑞鹄汽车模具股份有限公司,2019-11-15,深交所中小板,预先披露更新,招股说明书
上海海融食品科技股份有限公司,2019-11-15,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
胜蓝科技股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
宁波迦南智能电气股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
南京科思化学股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
郑州捷安高科股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
陕西中天火箭技术股份有限公司,2019-11-14,深交所中小板,预先披露更新,招股说明书
深圳市汇创达科技股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
深圳市杰美特科技股份有限公司,2019-11-14,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
同兴环保科技股份有限公司,2019-11-14,深交所中小板,预先披露更新,招股说明书
山东南山智尚科技股份有限公司,2019-11-08,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
深圳市南极光电子科技股份有限公司,2019-11-08,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
深圳通业科技股份有限公司,2019-11-08,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
浙江亿田智能厨电股份有限公司,2019-11-08,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
东莞银行股份有限公司,2019-11-06,深交所中小板,预先披露更新,招股说明书
京沪高速铁路股份有限公司,2019-11-06,上交所,预先披露更新,招股说明书
北京北摩高科摩擦材料股份有限公司,2019-11-06,深交所中小板,预先披露更新,招股说明书
华丰动力股份有限公司,2019-11-06,上交所,预先披露更新,招股说明书
河南金丹乳酸科技股份有限公司,2019-11-06,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
山东东岳有机硅材料股份有限公司,2019-11-04,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
杭州聚合顺新材料股份有限公司,2019-11-01,上交所,预先披露更新,招股说明书
南凌科技股份有限公司,2019-11-01,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
北京诺禾致源科技股份有限公司,2019-11-01,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
山东卓创资讯股份有限公司,2019-11-01,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
全美在线（北京）教育科技股份有限公司,2019-11-01,上交所,预先披露更新,招股说明书
盛视科技股份有限公司,2019-10-31,深交所中小板,预先披露更新,招股说明书
上海丽人丽妆化妆品股份有限公司,2019-10-31,上交所,预先披露更新,招股说明书
山东玻纤集团股份有限公司,2019-10-31,上交所,预先披露更新,招股说明书
京北方信息技术股份有限公司,2019-10-31,深交所中小板,预先披露更新,招股说明书
扬州海昌新材股份有限公司,2019-10-31,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
金现代信息产业股份有限公司,2019-10-31,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
江西国光商业连锁股份有限公司,2019-10-31,上交所,预先披露更新,招股说明书
圣元环保股份有限公司,2019-10-25,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
西藏运高新能源股份有限公司,2019-10-25,上交所,预先披露更新,招股说明书
东莞市奥海科技股份有限公司,2019-10-25,深交所中小板,预先披露更新,招股说明书
青岛威奥轨道股份有限公司,2019-10-25,上交所,预先披露更新,招股说明书
北京汉迪移动互联网科技股份有限公司,2019-10-25,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
深圳爱克莱特科技股份有限公司,2019-10-25,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
京沪高速铁路股份有限公司,2019-10-25,上交所,预先披露,招股说明书
江苏共创人造草坪股份有限公司,2019-10-25,上交所,预先披露更新,招股说明书
北京新时空科技股份有限公司,2019-10-25,上交所,预先披露更新,招股说明书
嘉兴斯达半导体股份有限公司,2019-10-25,上交所,预先披露更新,招股说明书
北京全时天地在线网络信息股份有限公司,2019-10-25,深交所中小板,预先披露更新,招股说明书
甘源食品股份有限公司,2019-10-25,深交所中小板,预先披露更新,招股说明书
常州市凯迪电器股份有限公司,2019-10-18,上交所,预先披露更新,招股说明书
江西志特新材料股份有限公司,2019-10-18,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
宁波长鸿高分子科技股份有限公司,2019-10-18,上交所,预先披露更新,招股说明书
上海盛剑环境系统科技股份有限公司,2019-10-18,上交所,预先披露,招股说明书
四会富仕电子科技股份有限公司,2019-10-18,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
福然德股份有限公司,2019-10-18,上交所,预先披露更新,招股说明书
江西宏柏新材料股份有限公司,2019-10-18,上交所,预先披露更新,招股说明书
昆山沪光汽车电器股份有限公司,2019-10-15,上交所,预先披露更新,招股说明书
深圳贝仕达克技术股份有限公司,2019-10-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
无锡帝科电子材料股份有限公司,2019-10-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
重庆百亚卫生用品股份有限公司,2019-10-15,深交所中小板,预先披露更新,招股说明书
厦门力鼎光电股份有限公司,2019-10-15,上交所,预先披露更新,招股说明书
中国邮政储蓄银行股份有限公司,2019-10-15,上交所,预先披露更新,招股说明书
三人行传媒集团股份有限公司,2019-10-15,上交所,预先披露更新,招股说明书
广东豪美新材股份有限公司,2019-10-15,深交所中小板,预先披露更新,招股说明书
昆山佰奥智能装备股份有限公司,2019-10-15,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
浙江兆龙互连科技股份有限公司,2019-10-11,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
广东顺控发展股份有限公司,2019-10-11,深交所中小板,预先披露,招股说明书
安克创新科技股份有限公司,2019-10-11,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
厦门狄耐克智能科技股份有限公司,2019-10-11,深交所创业板,预先披露,招股说明书  、  股本演变情况说明
上海起帆电缆股份有限公司,2019-10-09,上交所,预先披露更新,招股说明书
温州市冠盛汽车零部件集团股份有限公司,2019-10-09,上交所,预先披露更新,招股说明书
杭州申昊科技股份有限公司,2019-10-09,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
北京首都在线科技股份有限公司,2019-10-09,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
税友软件集团股份有限公司,2019-09-27,上交所,预先披露,招股说明书
佳禾食品工业股份有限公司,2019-09-27,上交所,预先披露,招股说明书
江苏图南合金股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
浙江越剑智能装备股份有限公司,2019-09-26,上交所,预先披露更新,招股说明书
中船重工汉光科技股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
浙江开元物业管理股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
宁波卡倍亿电气技术股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
天津捷强动力装备股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
北京交大思诺科技股份有限公司,2019-09-26,深交所创业板,预先披露更新,招股说明书  、  股本演变情况说明
